	title	avg_rating	count_rating	score	genres
4292	13 Assassins (Jûsan-nin no shikaku) (2010)	3.5	5	3.231018655268179	Action
4293	24 Hour Party People (2002)	3.5	5	3.231018655268179	Comedy Drama Musical
4391	Divine Secrets of the Ya-Ya Sisterhood (2002)	3.5	5	3.231018655268179	Comedy Drama
3739	House of Wax (1953)	3.5	5	3.231018655268179	Crime Horror Mystery Thriller
4432	Freedom Writers (2007)	3.5	5	3.231018655268179	Drama
4427	Door in the Floor, The (2004)	3.5	5	3.231018655268179	Drama
4121	We Own the Night (2007)	3.5	5	3.231018655268179	Crime Drama
4116	And the Band Played On (1993)	3.5	5	3.231018655268179	Drama
3802	Wristcutters: A Love Story (2006)	3.5	5	3.231018655268179	Drama Fantasy Romance
4071	Amazing Grace (2006)	3.5	5	3.231018655268179	Drama Romance
4048	Bad News Bears, The (1976)	3.5	5	3.231018655268179	Comedy
4047	Underneath (1995)	3.5	5	3.231018655268179	Mystery Thriller
3743	No Reservations (2007)	3.5	5	3.231018655268179	Comedy Drama Romance
3584	Insidious (2010)	3.5	5	3.231018655268179	Fantasy Horror Thriller
5069	Hancock (2008)	3.3055555555555554	18	3.23094324786152	Action Adventure Comedy Crime Fantasy
5159	Down Periscope (1996)	3.274193548387097	31	3.2309028510365247	Comedy
5062	Secret Window (2004)	3.3125	16	3.2300136501962284	Mystery Thriller
5060	Salt (2010)	3.3125	16	3.2300136501962284	Action Thriller
5056	Last Temptation of Christ, The (1988)	3.3125	16	3.2300136501962284	Drama
5054	Ice Age 2: The Meltdown (2006)	3.3125	16	3.2300136501962284	Adventure Animation Children Comedy
5052	Reign of Fire (2002)	3.3125	16	3.2300136501962284	Action Adventure Fantasy
5178	Tron (1982)	3.2625	40	3.229700917816083	Action Adventure Sci-Fi
2986	Trial and Error (1997)	3.6666666666666665	3	3.229662844930192	Comedy Romance
2984	Love and Basketball (2000)	3.6666666666666665	3	3.229662844930192	Drama Romance
2987	Girl Who Leapt Through Time, The (Toki o kakeru shôjo) (2006)	3.6666666666666665	3	3.229662844930192	Animation Comedy Drama Romance Sci-Fi
2894	Defendor (2009)	3.6666666666666665	3	3.229662844930192	Comedy Crime Drama
2990	All Good Things (2010)	3.6666666666666665	3	3.229662844930192	Drama Mystery Thriller
2981	Lucie Aubrac (1997)	3.6666666666666665	3	3.229662844930192	Romance War
2996	Trainwreck (2015)	3.6666666666666665	3	3.229662844930192	Comedy
2991	Glass Bottom Boat, The (1966)	3.6666666666666665	3	3.229662844930192	Comedy Romance
2893	Sergeant York (1941)	3.6666666666666665	3	3.229662844930192	Drama War
2994	Talk of the Town, The (1942)	3.6666666666666665	3	3.229662844930192	Comedy Romance Thriller
2995	Maria Full of Grace (Maria, Llena eres de gracia) (2004)	3.6666666666666665	3	3.229662844930192	Crime Drama
2901	Silver Streak (1976)	3.6666666666666665	3	3.229662844930192	Action Comedy Crime
2997	Great Locomotive Chase, The (1956)	3.6666666666666665	3	3.229662844930192	Adventure War
2998	Original Kings of Comedy, The (2000)	3.6666666666666665	3	3.229662844930192	Comedy Documentary
2892	Mr. Bean's Holiday (2007)	3.6666666666666665	3	3.229662844930192	Comedy
3001	Veronica Mars (2014)	3.6666666666666665	3	3.229662844930192	Comedy Crime Drama
2891	Chef in Love, A (Shekvarebuli kulinaris ataserti retsepti) (1997)	3.6666666666666665	3	3.229662844930192	Comedy Romance
2890	Prairie Home Companion, A (2006)	3.6666666666666665	3	3.229662844930192	Comedy Drama Musical
2889	Story of Xinghua, The (Xinghua san yue tian) (1994)	3.6666666666666665	3	3.229662844930192	Drama
2902	Dam Busters, The (1955)	3.6666666666666665	3	3.229662844930192	Action Drama War
2884	Snapper, The (1993)	3.6666666666666665	3	3.229662844930192	Comedy Drama
2979	Sahara (1943)	3.6666666666666665	3	3.229662844930192	Action Drama War
2980	Germinal (1993)	3.6666666666666665	3	3.229662844930192	Drama Romance
2885	Beaver, The (2011)	3.6666666666666665	3	3.229662844930192	Drama
2978	Babylon 5: A Call to Arms (1999)	3.6666666666666665	3	3.229662844930192	Adventure Sci-Fi
2927	Contempt (Mépris, Le) (1963)	3.6666666666666665	3	3.229662844930192	Drama
2931	Hunchback of Notre Dame, The (1939)	3.6666666666666665	3	3.229662844930192	Drama
2934	Nymphomaniac: Volume II (2013)	3.6666666666666665	3	3.229662844930192	Drama Mystery
2936	Written on the Wind (1956)	3.6666666666666665	3	3.229662844930192	Drama
2937	Twin Town (1997)	3.6666666666666665	3	3.229662844930192	Comedy Crime
2977	They Might Be Giants (1971)	3.6666666666666665	3	3.229662844930192	Comedy Mystery Romance
2939	Pitch Perfect 2 (2015)	3.6666666666666665	3	3.229662844930192	Comedy
2940	Losing Isaiah (1995)	3.6666666666666665	3	3.229662844930192	Drama
2941	Fish Tank (2009)	3.6666666666666665	3	3.229662844930192	Drama
2943	Oceans (Océans) (2009)	3.6666666666666665	3	3.229662844930192	Documentary Drama
2944	Hear My Song (1991)	3.6666666666666665	3	3.229662844930192	Comedy
2946	Shadow of the Thin Man (1941)	3.6666666666666665	3	3.229662844930192	Comedy Crime Mystery
2948	Amazing Panda Adventure, The (1995)	3.6666666666666665	3	3.229662844930192	Adventure Children
2952	Tom and Huck (1995)	3.6666666666666665	3	3.229662844930192	Adventure Children
2898	Stunt Man, The (1980)	3.6666666666666665	3	3.229662844930192	Action Adventure Comedy Drama Romance Thriller
2954	Tough Guys (1986)	3.6666666666666665	3	3.229662844930192	Comedy
2955	Thousand Acres, A (1997)	3.6666666666666665	3	3.229662844930192	Drama
2956	The Big Sleep (1978)	3.6666666666666665	3	3.229662844930192	Thriller
2928	Eye, The (Gin gwai) (Jian gui) (2002)	3.6666666666666665	3	3.229662844930192	Thriller
2924	Niagara (1953)	3.6666666666666665	3	3.229662844930192	Drama Thriller
2897	Sinister (2012)	3.6666666666666665	3	3.229662844930192	Horror Thriller
2923	What Just Happened (2008)	3.6666666666666665	3	3.229662844930192	Comedy Drama
2903	Point Blank (1967)	3.6666666666666665	3	3.229662844930192	Action Crime Drama Thriller
2904	My Name Is Joe (1998)	3.6666666666666665	3	3.229662844930192	Drama Romance
2905	Vitelloni, I (a.k.a. The Young and the Passionate) (1953)	3.6666666666666665	3	3.229662844930192	Drama
2906	Last Exorcism, The (2010)	3.6666666666666665	3	3.229662844930192	Horror Thriller
2907	Twelve Chairs, The (1970)	3.6666666666666665	3	3.229662844930192	Comedy
2908	Polar Express, The (2004)	3.6666666666666665	3	3.229662844930192	Adventure Animation Children Fantasy IMAX
2909	Side by Side (2012)	3.6666666666666665	3	3.229662844930192	Documentary
2910	Voyage to the Bottom of the Sea (1961)	3.6666666666666665	3	3.229662844930192	Adventure Sci-Fi
2911	Secret Life of Bees, The (2008)	3.6666666666666665	3	3.229662844930192	Drama
2912	Last Orders (2001)	3.6666666666666665	3	3.229662844930192	Drama
2900	47 Ronin (2013)	3.6666666666666665	3	3.229662844930192	Action Adventure Fantasy
2915	Anvil! The Story of Anvil (2008)	3.6666666666666665	3	3.229662844930192	Documentary Musical
2899	Sin Nombre (2009)	3.6666666666666665	3	3.229662844930192	Crime Drama Thriller
2917	Mrs. Parker and the Vicious Circle (1994)	3.6666666666666665	3	3.229662844930192	Drama
2918	Fighting Seabees, The (1944)	3.6666666666666665	3	3.229662844930192	Action Drama War
2921	Fever Pitch (1997)	3.6666666666666665	3	3.229662844930192	Comedy Romance
2922	Month by the Lake, A (1995)	3.6666666666666665	3	3.229662844930192	Comedy Drama Romance
2957	It's My Party (1996)	3.6666666666666665	3	3.229662844930192	Drama
2929	Coup de torchon (Clean Slate) (1981)	3.6666666666666665	3	3.229662844930192	Crime
2966	Grass Harp, The (1995)	3.6666666666666665	3	3.229662844930192	Comedy Drama
2968	Only Angels Have Wings (1939)	3.6666666666666665	3	3.229662844930192	Adventure Drama Romance
2965	After Dark, My Sweet (1990)	3.6666666666666665	3	3.229662844930192	Crime Drama Mystery
2895	Lost World, The (1925)	3.6666666666666665	3	3.229662844930192	Adventure Sci-Fi
2962	Dolls (2002)	3.6666666666666665	3	3.229662844930192	Drama Romance
2959	Masquerade (1988)	3.6666666666666665	3	3.229662844930192	Mystery Romance Thriller
2969	Dr. Seuss' The Lorax (2012)	3.6666666666666665	3	3.229662844930192	Animation Fantasy Musical IMAX
2964	Navigator, The (1924)	3.6666666666666665	3	3.229662844930192	Comedy
2976	Thin Man Goes Home, The (1945)	3.6666666666666665	3	3.229662844930192	Comedy Crime Mystery
2975	Get Low (2009)	3.6666666666666665	3	3.229662844930192	Comedy Drama Mystery
5183	James and the Giant Peach (1996)	3.2549019607843137	51	3.2293494691848075	Adventure Animation Children Fantasy Musical
5182	French Kiss (1995)	3.2549019607843137	51	3.2293494691848075	Action Comedy Romance
5336	Father of the Bride Part II (1995)	3.25	62	3.2290868926212113	Comedy
5033	Barcelona (1994)	3.3214285714285716	14	3.2289887091806504	Comedy Romance
5031	Surrogates (2009)	3.3214285714285716	14	3.2289887091806504	Action Sci-Fi Thriller
274	Citizen Gangster (2011)	4.5	1	3.22809844838636	Crime Drama
150	Naqoyqatsi (2002)	4.5	1	3.22809844838636	Documentary
385	Lemming (2005)	4.5	1	3.22809844838636	Drama Mystery Thriller
379	Rocco and His Brothers (Rocco e i suoi fratelli) (1960)	4.5	1	3.22809844838636	Crime Drama
149	Hole, The (Dong) (1998)	4.5	1	3.22809844838636	Drama Musical
380	Edge of Love, The (2008)	4.5	1	3.22809844838636	Drama Romance War
273	In Darkness (2011)	4.5	1	3.22809844838636	Drama
269	Cheech & Chong's Nice Dreams (1981)	4.5	1	3.22809844838636	Comedy
272	In My Skin (Dans ma Peau) (2002)	4.5	1	3.22809844838636	Drama
234	Trailer Park Boys: The Movie (2006)	4.5	1	3.22809844838636	Comedy Crime
271	Child Is Waiting, A (1963)	4.5	1	3.22809844838636	Drama
382	10th & Wolf (2006)	4.5	1	3.22809844838636	Crime Drama Thriller
227	It Might Get Loud (2008)	4.5	1	3.22809844838636	Documentary
270	Story of G.I. Joe (1945)	4.5	1	3.22809844838636	War
148	Song of Bernadette, The (1943)	4.5	1	3.22809844838636	Drama
373	Flickering Lights (Blinkende lygter) (2000)	4.5	1	3.22809844838636	Action Comedy Crime
309	Carousel (1956)	4.5	1	3.22809844838636	Musical Romance
376	Ordeal, The (Calvaire) (2004)	4.5	1	3.22809844838636	Drama Horror
155	My Blueberry Nights (2007)	4.5	1	3.22809844838636	Drama Romance
369	Wuthering Heights (1939)	4.5	1	3.22809844838636	Drama Romance
154	Morvern Callar (2002)	4.5	1	3.22809844838636	Drama
219	Tin Man (2007)	4.5	1	3.22809844838636	Adventure Fantasy Sci-Fi
370	Project Nim (2011)	4.5	1	3.22809844838636	Documentary
153	Sea Wolf, The (1941)	4.5	1	3.22809844838636	Adventure Drama
287	Doulos, Le (1962)	4.5	1	3.22809844838636	Crime Thriller
286	Confessions of a Nazi Spy (1939)	4.5	1	3.22809844838636	Drama
220	The Phantom of the Opera (1990)	4.5	1	3.22809844838636	Drama Mystery Romance Thriller
285	Company You Keep, The (2012)	4.5	1	3.22809844838636	Thriller
371	First Grader, The (2010)	4.5	1	3.22809844838636	Drama
230	It Came from Hollywood (1982)	4.5	1	3.22809844838636	Comedy Documentary
372	Odd Man Out (1947)	4.5	1	3.22809844838636	Crime Drama Film-Noir Thriller
152	Most Hated Family in America, The (2007)	4.5	1	3.22809844838636	Documentary
151	Crawlspace (1986)	4.5	1	3.22809844838636	Horror
299	By the Light of the Silvery Moon (1953)	4.5	1	3.22809844838636	Children Musical Romance
284	Spies (Spione) (1928)	4.5	1	3.22809844838636	Thriller
387	Grave Encounters (2011)	4.5	1	3.22809844838636	Horror
374	Yatterman (Yattâman) (2009)	4.5	1	3.22809844838636	Action Comedy Fantasy
386	Paris (2008)	4.5	1	3.22809844838636	Comedy Drama Romance
394	High Heels and Low Lifes (2001)	4.5	1	3.22809844838636	Action Comedy Crime Drama
389	Wildcats (1986)	4.5	1	3.22809844838636	Comedy
224	Boxtrolls, The (2014)	4.5	1	3.22809844838636	Adventure Animation Children Comedy Fantasy
257	Jodorowsky's Dune (2013)	4.5	1	3.22809844838636	Documentary Sci-Fi
256	Bill Burr: I'm Sorry You Feel That Way (2014)	4.5	1	3.22809844838636	Comedy
255	Big Nothing (2006)	4.5	1	3.22809844838636	Comedy Crime Thriller
254	Man in the Gray Flannel Suit, The (1956)	4.5	1	3.22809844838636	Drama
222	Vacation (2015)	4.5	1	3.22809844838636	Adventure Comedy
253	Too Big to Fail (2011)	4.5	1	3.22809844838636	Drama
304	Sweet Sixteen (2002)	4.5	1	3.22809844838636	Drama
305	Captain Conan (Capitaine Conan) (1996)	4.5	1	3.22809844838636	Drama War
252	Ultimate Gift, The (2006)	4.5	1	3.22809844838636	Drama
251	Man from Laramie, The (1955)	4.5	1	3.22809844838636	Western
390	Glass Key, The (1942)	4.5	1	3.22809844838636	Crime Drama Film-Noir Mystery
248	Better Tomorrow II, A (Ying hung boon sik II) (1987)	4.5	1	3.22809844838636	Crime Drama Thriller
247	To Have, or Not (En avoir (ou pas)) (1995)	4.5	1	3.22809844838636	Drama
246	Trailer Park Boys: Countdown to Liquor Day (2009)	4.5	1	3.22809844838636	Comedy Crime
244	Best Man, The (1964)	4.5	1	3.22809844838636	Comedy Drama
243	Beijing Bicycle (Shiqi sui de dan che) (2001)	4.5	1	3.22809844838636	Drama
306	Assassination of a High School President (2008)	4.5	1	3.22809844838636	Comedy Drama Mystery
242	Trip to Italy, The (2014)	4.5	1	3.22809844838636	Comedy Drama
241	Before We Go (2014)	4.5	1	3.22809844838636	Romance
225	The End of the Tour (2015)	4.5	1	3.22809844838636	Drama
258	Balzac and the Little Chinese Seamstress (Xiao cai feng) (2002)	4.5	1	3.22809844838636	Drama Romance
259	Brighton Rock (1947)	4.5	1	3.22809844838636	Crime Drama Film-Noir
226	It's All Gone Pete Tong (2004)	4.5	1	3.22809844838636	Comedy Drama Musical
236	Tuck Everlasting (2002)	4.5	1	3.22809844838636	Drama Fantasy
392	Robe, The (1953)	4.5	1	3.22809844838636	Drama
275	Indie Game: The Movie (2012)	4.5	1	3.22809844838636	Documentary
267	Chaser, The (Chugyeogja) (2008)	4.5	1	3.22809844838636	Crime Drama Thriller
395	Palindromes (2004)	4.5	1	3.22809844838636	Adventure Comedy Drama
396	Edmond (2005)	4.5	1	3.22809844838636	Drama Thriller
397	Rize (2005)	4.5	1	3.22809844838636	Documentary
263	Wake in Fright (1971)	4.5	1	3.22809844838636	Drama Thriller
262	Citadel (2012)	4.5	1	3.22809844838636	Drama Horror Thriller
398	Night and Fog (Nuit et brouillard) (1955)	4.5	1	3.22809844838636	Crime Documentary War
261	I Melt with You (2011)	4.5	1	3.22809844838636	Drama
221	The Madagascar Penguins in a Christmas Caper (2005)	4.5	1	3.22809844838636	Animation Comedy
400	loudQUIETloud: A Film About the Pixies (2006)	4.5	1	3.22809844838636	Documentary
401	Other Side of Heaven, The (2001)	4.5	1	3.22809844838636	Adventure Drama
402	a/k/a Tommy Chong (2005)	4.5	1	3.22809844838636	Documentary
403	Paranoid Park (2007)	4.5	1	3.22809844838636	Crime Drama
405	Rose Tattoo, The (1955)	4.5	1	3.22809844838636	Drama Romance
300	TPB AFK: The Pirate Bay Away from Keyboard (2013)	4.5	1	3.22809844838636	Documentary
407	Orphans of the Storm (1921)	4.5	1	3.22809844838636	Drama
260	Autumn Sonata (Höstsonaten) (1978)	4.5	1	3.22809844838636	Drama
290	Cairo Station (a.k.a. Iron Gate, The) (Bab el hadid) (1958)	4.5	1	3.22809844838636	Crime Drama
321	Afflicted, The (2010)	4.5	1	3.22809844838636	Horror Thriller
310	Super High Me (2007)	4.5	1	3.22809844838636	Comedy Documentary
298	Takedown (2000)	4.5	1	3.22809844838636	Action Thriller
313	Infidel, The (2010)	4.5	1	3.22809844838636	Comedy
350	Last Mimzy, The (2007)	4.5	1	3.22809844838636	Adventure Children Sci-Fi
351	Red Dust (1932)	4.5	1	3.22809844838636	Drama
198	Samurai III: Duel on Ganryu Island (a.k.a. Bushido) (Miyamoto Musashi kanketsuhen: kettô Ganryûjima) (1956)	4.5	1	3.22809844838636	Action Adventure Drama
197	Samurai Rebellion (Jôi-uchi: Hairyô tsuma shimatsu) (1967)	4.5	1	3.22809844838636	Action Drama
194	Django (1966)	4.5	1	3.22809844838636	Western
312	Cashback (2004)	4.5	1	3.22809844838636	Comedy Drama
228	That Awkward Moment (2014)	4.5	1	3.22809844838636	Comedy Romance
296	Tale of Two Cities, A (1935)	4.5	1	3.22809844838636	Drama
192	Hondo (1953)	4.5	1	3.22809844838636	Western
207	Timbuktu (2014)	4.5	1	3.22809844838636	Drama
295	Tangled Ever After (2012)	4.5	1	3.22809844838636	Action Animation Children
191	Dawn Patrol, The (1938)	4.5	1	3.22809844838636	Drama War
209	Blade, The (Dao) (1995)	4.5	1	3.22809844838636	Action Drama
294	Medea (1988)	4.5	1	3.22809844838636	Drama
239	Two Hands (1999)	4.5	1	3.22809844838636	Comedy Crime Thriller
352	Achilles and the Tortoise (Akiresu to kame) (2008)	4.5	1	3.22809844838636	Comedy
283	Spiral (2000)	4.5	1	3.22809844838636	Horror
210	Kevin Smith: Sold Out - A Threevening with Kevin Smith (2008)	4.5	1	3.22809844838636	Comedy Documentary
353	Wonderland (1999)	4.5	1	3.22809844838636	Drama
349	Little Romance, A (1979)	4.5	1	3.22809844838636	Comedy Romance
348	Four Feathers, The (1939)	4.5	1	3.22809844838636	Adventure War
216	Blue Collar Comedy Tour: The Movie (2003)	4.5	1	3.22809844838636	Comedy Documentary
200	Day of Wrath (Vredens dag) (1943)	4.5	1	3.22809844838636	Drama
315	Army of Crime (L'armée du crime) (2009)	4.5	1	3.22809844838636	Drama Thriller War
322	Return, The (Vozvrashcheniye) (2003)	4.5	1	3.22809844838636	Drama
202	Crips and Bloods: Made in America (2008)	4.5	1	3.22809844838636	Documentary
325	Pinchcliffe Grand Prix (Flåklypa Grand Prix) (1975)	4.5	1	3.22809844838636	Adventure Animation Children Comedy
327	Richard Pryor: Live in Concert (1979)	4.5	1	3.22809844838636	Comedy Documentary
328	35 Up (1991)	4.5	1	3.22809844838636	Documentary
331	Winnebago Man (2009)	4.5	1	3.22809844838636	Comedy Documentary
332	Fuck (2005)	4.5	1	3.22809844838636	Comedy Documentary
337	Right at Your Door (2006)	4.5	1	3.22809844838636	Drama Thriller
338	Fullmetal Alchemist: The Sacred Star of Milos (2011)	4.5	1	3.22809844838636	Action Adventure Animation
347	Restless (Levottomat) (2000)	4.5	1	3.22809844838636	Drama Romance
339	Afterschool (2008)	4.5	1	3.22809844838636	Drama
340	Ringu 2 (Ring 2) (1999)	4.5	1	3.22809844838636	Horror Mystery
238	Beat Street (1984)	4.5	1	3.22809844838636	Drama Musical
199	What Happened, Miss Simone? (2015)	4.5	1	3.22809844838636	Documentary
341	George Carlin: Jammin' in New York (1992)	4.5	1	3.22809844838636	Comedy
342	Onion Movie, The (2008)	4.5	1	3.22809844838636	Comedy
206	Marley (2012)	4.5	1	3.22809844838636	Documentary
345	Getting Any? (Minnâ-yatteruka!) (1994)	4.5	1	3.22809844838636	Comedy
346	Hector and the Search for Happiness (2014)	4.5	1	3.22809844838636	Adventure Comedy Drama
237	Batman/Superman Movie, The (1998)	4.5	1	3.22809844838636	Action Adventure Animation Children Fantasy Sci-Fi
282	Collector, The (La collectionneuse) (1967)	4.5	1	3.22809844838636	Drama
188	Mr. Destiny (1990)	4.5	1	3.22809844838636	Comedy Fantasy
365	Pygmalion (1938)	4.5	1	3.22809844838636	Comedy Drama
361	Rembrandt's J'accuse (2008)	4.5	1	3.22809844838636	Documentary Mystery
173	Scooby-Doo! And Kiss: Rock and Roll Mystery (2015)	4.5	1	3.22809844838636	Animation Children
362	Queen of Versailles, The (2012)	4.5	1	3.22809844838636	Documentary
171	Smiley's People (1982)	4.5	1	3.22809844838636	Drama Mystery
277	War Is Over, The (Guerre est finie, La) (1966)	4.5	1	3.22809844838636	Drama
170	Seven Up! (1964)	4.5	1	3.22809844838636	Documentary
169	I Hope They Serve Beer in Hell (2009)	4.5	1	3.22809844838636	Comedy
363	Footloose (2011)	4.5	1	3.22809844838636	Comedy Drama Musical
364	Pépé le Moko (1937)	4.5	1	3.22809844838636	Crime Drama Romance
366	Fermat's Room (La habitación de Fermat) (2007)	4.5	1	3.22809844838636	Mystery Thriller
186	Myth of Fingerprints, The (1997)	4.5	1	3.22809844838636	Comedy Drama
167	Mutant Aliens (2001)	4.5	1	3.22809844838636	Animation Comedy Sci-Fi
166	Shanghai Gesture, The (1941)	4.5	1	3.22809844838636	Drama Film-Noir
164	Hole in the Head, A (1959)	4.5	1	3.22809844838636	Comedy Musical
367	Objectified (2009)	4.5	1	3.22809844838636	Documentary
162	Knockin' on Heaven's Door (1997)	4.5	1	3.22809844838636	Action Comedy Crime Drama
160	American Crime, An (2007)	4.5	1	3.22809844838636	Crime
291	Verdict, The (1946)	4.5	1	3.22809844838636	Crime Drama Film-Noir Mystery Thriller
158	I Am a Fugitive from a Chain Gang (1932)	4.5	1	3.22809844838636	Crime Drama Film-Noir
203	Simple Life, A (Tao jie) (2011)	4.5	1	3.22809844838636	Drama
215	Kid Cannabis (2014)	4.5	1	3.22809844838636	Drama
278	Classe Tous Risques (Big Risk, The) (1960)	4.5	1	3.22809844838636	Crime Drama Film-Noir Romance Thriller
359	Adrift in Tokyo (Tenten) (2007)	4.5	1	3.22809844838636	Comedy Drama
213	BloodRayne: The Third Reich (2011)	4.5	1	3.22809844838636	Action Adventure Fantasy Horror
292	Brother 2 (Brat 2) (2000)	4.5	1	3.22809844838636	Crime Drama
354	Little Foxes, The (1941)	4.5	1	3.22809844838636	Drama
185	Shiver (Eskalofrío) (2008)	4.5	1	3.22809844838636	Horror Thriller
281	Collapse (2009)	4.5	1	3.22809844838636	Documentary
184	Sinbad: Legend of the Seven Seas (2003)	4.5	1	3.22809844838636	Adventure Animation Children Fantasy
182	Divine Intervention (Yadon ilaheyya) (2002)	4.5	1	3.22809844838636	Comedy Drama Romance War
355	Red Road (2006)	4.5	1	3.22809844838636	Drama
356	Last Laugh, The (Letzte Mann, Der) (1924)	4.5	1	3.22809844838636	Drama
181	Where the Boys Are (1960)	4.5	1	3.22809844838636	Comedy
179	All That Heaven Allows (1955)	4.5	1	3.22809844838636	Drama Romance
211	Manic (2001)	4.5	1	3.22809844838636	Drama
178	Home of Our Own, A (1993)	4.5	1	3.22809844838636	Drama
311	Carrie (2013)	4.5	1	3.22809844838636	Drama Horror
357	Words and Pictures (2013)	4.5	1	3.22809844838636	Comedy Drama Romance
177	My Sassy Girl (Yeopgijeogin geunyeo) (2001)	4.5	1	3.22809844838636	Comedy Romance
176	Short Term 12 (2013)	4.5	1	3.22809844838636	Drama
279	I.O.U.S.A. (a.k.a. IOUSA) (2008)	4.5	1	3.22809844838636	Documentary
175	Shivers (They Came from Within) (1975)	4.5	1	3.22809844838636	Drama Horror Sci-Fi
174	Dave Chappelle: For What it's Worth (2004)	4.5	1	3.22809844838636	Comedy
156	Some Guy Who Kills People (2011)	4.5	1	3.22809844838636	Comedy Thriller
377	No Man's Land (1987)	4.5	1	3.22809844838636	Crime Drama
4922	Edge, The (1997)	3.3333333333333335	12	3.227852963730956	Adventure Drama
5016	EuroTrip (2004)	3.3333333333333335	12	3.227852963730956	Adventure Comedy
4993	Taking of Pelham 1 2 3, The (2009)	3.3333333333333335	12	3.227852963730956	Crime Drama Thriller
4971	Heartbreak Ridge (1986)	3.3333333333333335	12	3.227852963730956	Action War
4985	Pecker (1998)	3.3333333333333335	12	3.227852963730956	Comedy Drama
4947	Solaris (Solyaris) (1972)	3.3333333333333335	12	3.227852963730956	Drama Mystery Sci-Fi
5181	City Slickers (1991)	3.255813953488372	43	3.2269199949712553	Comedy Western
5141	28 Days (2000)	3.2857142857142856	21	3.2267512969140295	Drama
4866	Naked (1993)	3.35	10	3.226587418801296	Drama
4863	A-Team, The (2010)	3.35	10	3.226587418801296	Action Comedy Thriller
4862	Fall, The (2006)	3.35	10	3.226587418801296	Adventure Drama Fantasy
4864	Borrowers, The (1997)	3.35	10	3.226587418801296	Adventure Children Comedy Fantasy
4800	15 Minutes (2001)	3.375	8	3.2251684744862232	Thriller
4791	All of Me (1984)	3.375	8	3.2251684744862232	Comedy Fantasy
4784	Lord of Illusions (1995)	3.375	8	3.2251684744862232	Horror
4782	Halloween II (1981)	3.375	8	3.2251684744862232	Horror
4775	Uncle Buck (1989)	3.375	8	3.2251684744862232	Comedy
4764	Agnes of God (1985)	3.375	8	3.2251684744862232	Drama Mystery
4805	Angela's Ashes (1999)	3.375	8	3.2251684744862232	Drama
5172	Phone Booth (2002)	3.267857142857143	28	3.225104899208403	Drama Thriller
5225	River Wild, The (1994)	3.25	48	3.225076159699251	Action Thriller
5111	Night at the Museum (2006)	3.2941176470588234	17	3.2245371347153657	Action Comedy Fantasy IMAX
5169	For Your Eyes Only (1981)	3.269230769230769	26	3.2241286207459874	Action Adventure Thriller
4626	Lucas (1986)	3.4166666666666665	6	3.223566440582108	Drama Romance
4627	Orgazmo (1997)	3.4166666666666665	6	3.223566440582108	Comedy
4628	Corporation, The (2003)	3.4166666666666665	6	3.223566440582108	Documentary
4624	Blue Streak (1999)	3.4166666666666665	6	3.223566440582108	Comedy
4629	The Artist (2011)	3.4166666666666665	6	3.223566440582108	Comedy Drama Romance
4630	Trees Lounge (1996)	3.4166666666666665	6	3.223566440582108	Drama
4632	Chamber, The (1996)	3.4166666666666665	6	3.223566440582108	Drama
4633	Man Who Knew Too Little, The (1997)	3.4166666666666665	6	3.223566440582108	Comedy Crime Thriller
4623	Cypher (2002)	3.4166666666666665	6	3.223566440582108	Action Sci-Fi Thriller
4638	Kiss of Death (1995)	3.4166666666666665	6	3.223566440582108	Crime Drama Thriller
4635	Horse Feathers (1932)	3.4166666666666665	6	3.223566440582108	Comedy
4636	Albino Alligator (1996)	3.4166666666666665	6	3.223566440582108	Crime Thriller
4637	Kids Are All Right, The (2010)	3.4166666666666665	6	3.223566440582108	Comedy Drama
4641	Killer Elite (2011)	3.4166666666666665	6	3.223566440582108	Action Thriller
4656	Eden Lake (2008)	3.4166666666666665	6	3.223566440582108	Horror Thriller
4642	Boyhood (2014)	3.4166666666666665	6	3.223566440582108	Drama
4655	Merchant of Venice, The (2004)	3.4166666666666665	6	3.223566440582108	Drama
4654	Crazies, The (2010)	3.4166666666666665	6	3.223566440582108	Action Drama Horror Sci-Fi Thriller
4643	Next Three Days, The (2010)	3.4166666666666665	6	3.223566440582108	Crime Drama Romance Thriller
4644	State of Grace (1990)	3.4166666666666665	6	3.223566440582108	Crime Drama Thriller
4653	Orphan (2009)	3.4166666666666665	6	3.223566440582108	Drama Horror Mystery Thriller
4647	Ginger Snaps (2000)	3.4166666666666665	6	3.223566440582108	Drama Horror Thriller
4651	Final Fantasy VII: Advent Children (2004)	3.4166666666666665	6	3.223566440582108	Action Adventure Animation Fantasy Sci-Fi
4648	Stardust Memories (1980)	3.4166666666666665	6	3.223566440582108	Comedy Drama
4650	Without a Clue (1988)	3.4166666666666665	6	3.223566440582108	Comedy Mystery
4649	How the Grinch Stole Christmas! (1966)	3.4166666666666665	6	3.223566440582108	Animation Comedy Fantasy Musical
5096	Unleashed (Danny the Dog) (2005)	3.3	15	3.223263991451134	Action Crime Drama Thriller
5086	Can't Hardly Wait (1998)	3.3	15	3.223263991451134	Comedy Drama Romance
5162	Ruthless People (1986)	3.272727272727273	22	3.221926801235008	Comedy
5163	Juror, The (1996)	3.272727272727273	22	3.221926801235008	Drama Thriller
5066	Tea with Mussolini (1999)	3.3076923076923075	13	3.2218568331064574	Comedy Drama War
